text,translated_text,locations
"بعد اقفال ""غير مجدي لا للصحة ولا للإقتصاد"".. قرار لنقابة أصحاب المطاعم والمقاهي والباتيسري قريبا
#كورونا
#لبنان","After the closure of ""It is useless, neither for health nor for the economy"" ... a decision by the Syndicate of Restaurant, Café and Patisserie Owners will soon
Corona
#Lebanon",ولا | المجدية | بعدران | مغيرية | ار
"لبنان: وفاتان و 507 إصابات جديدة بكورونا
https://assawsana.com/portal/pages.php?newsid=472013…
#السوسنة #كورونا #لبنان","Lebanon: 2 deaths and 507 new cases of Corona
https://assawsana.com/portal/pages.php?newsid=472013…
# Iris # Corona # Lebanon",البنا | ابا | جديدة غزير | كور
"اللقاح الوحيد ضد الكورونا هو انك ضلك ملقّح بالبيت
 #كورونا_لبنان","The only vaccine against corona is that you have already vaccinated at home
 # Corona_Lebanon",الزلقا | الغبيت
"Replying to
@yasminhamdan9","Replying to
@yasminhamdan9",
"كل الاحترام
 @Hamad_hassan20

#حمد_حسن #كورونا_لبنان #لبنان","all the respect
 @ Hamadhassan

# Hamad_Hassan # Corona_Lebanon # Lebanon",حسن
"Replying to
@VWcYdVeAcTj5DvJ","Replying to
@VWcYdVeAcTj5DvJ",
"ارتفاع العدد الكلّي للمصابين بفيروس كورونا في القلمون الى ٢٩ اصابة بعد تسجيل حالتين جديدتين اليوم.
و استقر عدد حالات الشفاء على ٢٤ مع تسجيل وفاة واحدة ليكون العدد الكلّي للحالات الناشطة حتى الساعة في البلدة هو ٤.
 سلامة قلب الجميع
#الوقاية_ثم_الوقاية_ثم_الوقاية #كورونا #لبنان","The total number of people infected with Coronavirus in Qalamoun increased to 29, after two new cases were registered today.
And the number of recoveries stabilized at 24, with one death recorded, so that the total number of active cases up to the hour in the town is 4.
 Everyone's heart is safe
#Prevention_then_prevention_then_prevention #Corona #Lebanon",القلمون | حالات | حتى | حالات | بلدة
"اليوم ٥٠٧ إصابات،سوق صبرا اليوم كانت العالم ع بعضا متل البهايم وما في حدا لابس كمامة ولا في تباعد اجتماعي
#كورونا_لبنان","Today, 507 injuries, the market of Sabra today. The world was in some way like a beast.
# Corona_Lebanon",ولا | دوما | حداثا | حي صبرا | صاليم
"وزارة الصحة تعلّق على تأخير وعدم دقة نتائج فحوصات كورونا
#لبنان
#كورونا","The Ministry of Health comments on the delay and inaccuracy of the results of the Corona tests
#Lebanon
Corona",ارة | عين الصحة | كور
"A slightly larger decrease in #Covid_19 cases in #Lebanon today with 507 new cases and two deaths. The total is now 12,698 and 123 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","A slightly larger decrease in #Covid_19 cases in #Lebanon today with 507 new cases and two deaths. The total is now 12,698 and 123 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان",ne | كور
"التقرير اليومي لفيروس كورونا ""كوفيد -19""
التاريخ: الأحد 23 آب 2020
#حركة_أمل
#كورونا_لبنان
#خليك_بالبيت
#وطنك_بيتك
#كورونا","The daily report of the Coronavirus ""Covid-19""
Date: Sunday 23 August 2020
Hope movement
# Corona_Lebanon
#StayHome
Your home is your home
Corona",روس | كور | التامرية | القرعي
"#كورونا_لبنان: تسجيل 507 إصابة جديدة بفيروس #كورونا في #لبنان ليرتفع إجمالي الاصابات الى 12698 إصابة
علما أن الإصابات توزعت بين 500 إصابة من المقيمين و 7 إصابات من الوافدين
#CoronaVirusUpdate
#COVID_19
#coronalebanon","# Corona_Lebanon: 507 new cases of Coronavirus were recorded in # Lebanon, bringing the total number of cases to 12,698
Note that the injuries were distributed between 500 injuries from residents and 7 injuries from expatriates
#CoronaVirusUpdate
# COVID_19
#coronalebanon",ببين | جديدة غزير | روس | ابا | علما
"Search for LEB2DAY in playstore

#Corona #CoronaVirusUpdates #lebanonoftomorrow #كورونا #لبنان_ينتفض #لبنان__ينتفض #لبنان_منكوب #لبنان_ينهض #خليك_بالبيت
 #خليك_في_البيت
 #خلك_في_البيت
 #لبنان_يثور #كوفيد_19 #كورونا_المستجد","Search for LEB2DAY in playstore

#Corona #CoronaVirusUpdates #lebanonoftomorrow # Corona #Lebanon_Rising up #Lebanon__Rising up #Lebanon_struck #Lebanon_Rising # Stay Home
 #Stay_Home
 #Stay_Home
 # Lebanon_ erupts # Covid_19 # New Corona",كور
#اضواء_الوطن | #كورونا.. #لبنان يسجل وفاتين و507 إصابات جديدة,#Light_home | # Corona .. # Lebanon records two deaths and 507 new injuries,ابا | جديدة غزير | كور
"COVID-19 daily report for Sunday, August 23, 2020:

507 new people tested positive for COVID-19 out of 5382 tests, distributed between 500 local residents and 7 returning expats, increasing the total number of cases to 12698. ⁧⁧#كورونا_لبنان","COVID-19 daily report for Sunday, August 23, 2020:

507 new people tested positive for COVID-19 out of 5382 tests, distributed between 500 local residents and 7 returning expats, increasing the total number of cases to 12698. ⁧⁧#كورونا_لبنان",dail | ne
#كورونا.. لبنان يسجل وفاتين و507 إصابات جديدة #العربية_عاجل https://alarabiya.net,# Corona .. Lebanon records two deaths and 507 new injuries # Alarabiya_ Urgent https://alarabiya.net,البنا | ابا | جديدة غزير | كور
#كورونا #لبنان,# Corona # Lebanon,كور
٥٠٧ اصابات جديدة بفيروس كورونا رفعت العدد ل ١٢٦٩٨ و حالتا وفاة رفعت العدد  ل ١٢٣ #كورونا_لبنان,"507 new cases of Corona virus raised the number to 12,698, and two deaths raised the number to 123 # Corona_Lebanon",بحالا | ابا | جديدة غزير | روس | كور
"وزارة الصحة اللبنانية تعلن عن إرتفاع عدد الإصابات إلى 12698 بعد تسجيل 507 إصابات جديدة، 500 لمقيمين و 7 وافدين. عدد الفحوصات 5382 فحص.
 #كورونا  #لبنان","The Lebanese Ministry of Health announces that the number of injuries has increased to 12,698, after 507 new injuries were recorded, 500 residents and 7 expatriates. The number of examinations is 5382.
 # Corona # Lebanon",ارة | عين الصحة | اللبنايا | بعدران | ابا
كورونا لبنان... 507 اصابات جديدة اليوم,"Corona, Lebanon ... 507 new infections today",البنا | صاليم | كور | ابا | جديدة غزير
كورونا #لبنان... 507 اصابات جديدة اليوم,Corona # Lebanon ... 507 new infections today,صاليم | كور | ابا | جديدة غزير
"#عاجل | وزارة الصحة اللبنانية: تسجيل حالتي وفاة و507 إصابات جديدة بفيروس كورونا

#لبنان #معاً_نعزل_كورونا","Urgent # | The Lebanese Ministry of Health: Two deaths and 507 new cases of coronavirus were recorded

#Lebanon #Together_with_Corona",ارة | عين الصحة | اللبنايا | ابا | جديدة غزير
"#عاجل | وزارة الصحة اللبنانية: تسجيل حالتي وفاة و507 إصابات جديدة بفيروس كورونا

#لبنان #معاً_نعزل_كورونا","Urgent # | The Lebanese Ministry of Health: Two deaths and 507 new cases of coronavirus were recorded

#Lebanon #Together_with_Corona",ارة | عين الصحة | اللبنايا | ابا | جديدة غزير
"إجراءات في مبنى وزارة المال بعد إصابة أحد العاملين
https://cutt.ly/BfpyyiE
#كورونا #لبنان","Procedures in the Ministry of Finance building after a worker was injured
https://cutt.ly/BfpyyiE
# Corona # Lebanon",ارة | بعدران | المجادل
"Replying to
@mophleb","Replying to
@mophleb",
جهود مباركة #كورونا_لبنان,Blessed efforts # Corona_Lebanon,
"المطلوب من أصحاب الألسنة والضمائر الصاحية عدم بث الشائعات الكاذبة والفبركات... بيكفي كذب ونشر الكذب.
الكورونا مش رشح ومش لعبة
#كورونا_لبنان","What is required of people with clear tongues and consciences is not to broadcast false rumors and fabrications ... it is enough to lie and spread lies.
Corona is not a filter and not a game
# Corona_Lebanon",المطل | الصالحية | الفبركة | بلعة | بكفيا
"Replying to
@Hamad_hassan20","Replying to
@Hamad_hassan20",
"اين نحن من شعار مناعة القطيع الناعمة يا ناعم؟
#كورونا #لبنان #قرطونا","Where are we from the slogan of soft herd immunity, soft?
# Corona # Lebanon # Cartoons",الناعمة | ين | ار | القاطع | ناعمة
"أللهم إحفظ العلامة الشيخ أسامة الرفاعي قاضي #عكار
نسألكم الدعاء له وللعائلة ولتلامذته وإخوانه  والناس أجمعين
سلمنا الله وإياكم وجنبنا جميعًا كل بلاء ووباء فالله خير حافظًا وهو أرحم الراحمين
   #كورونا_لبنان #لبنان
المثنى أسامة الرفاعي
الأحد٤ محر م 1442هـ
الموافق له ٢٣ آب ٢٠٢٠مـ","God preserve the scholar Sheikh Osama Al-Rifai, judge # Akkar
We ask you to pray for him, his family, his students, his brothers, and all the people
May God bless us and you and protect us all from every affliction and plague, for God is the best preserver, and He is the Most Merciful
   # Corona_Lebanon # Lebanon
Al-Muthanna Osama Al-Rifai
Sunday, 4 Muharram 1442 AH
Corresponding to August 23, 2020 AD",اللهبية | العليمة | خان الشيخ | محربية | الرامية
"مثل سوري بيعجبني.
يا مصفاية ما يعيبك بخش
#كورونا_لبنان","Like a Syrian, I like it.
Oh refinery, what is wrong with you
# Corona_Lebanon",بخشتي | صفارية
"الكورونا واصل للركب!!
#كورونا_لبنان
#انقبروا_قعدوا_بالبيت","Corona has continued to ride !!
# Corona_Lebanon
#Twitter",المواصل
